神策 ID,设备 ID,登录 ID,activity_user_type,app_first_login_time,channel_name,client_type,community_id
6586491458455965619,00533075ba250750ed68d0575e9a7b08,00533075ba250750ed68d0575e9a7b08,2.0,2017-06-19 17:07:12.000,,h5,beijing
-4659949535491084673,074211d2740d3e4bc6952ca15243fbfe,074211d2740d3e4bc6952ca15243fbfe,4.0,2017-12-21 05:39:05.000,,,guiyang
1578956782709448194,0ca19192676b2788aedcc3757c0805a3,0ca19192676b2788aedcc3757c0805a3,2.0,2018-05-20 16:45:06.000,,h5,shanghai
-7832555579637812469,104344B8-1D11-4335-892F-CAF948228012,7ae6d27e1a485c9f5ac103e9eab0ec8b,,2019-10-15 21:35:57.000,,,xian
1786289126314632703,117b2cd9134032b3,565402d15417e6b88f187d5fc8e7438c,3.0,2018-08-03 13:39:36.000,,h5,shanghai
-6786195468429844326,130706c3636b32567944ed2573c4448a,130706c3636b32567944ed2573c4448a,4.0,2017-11-18 11:25:49.000,,,
-4189464049850222528,15a4e5ad9da47da4,44bd41b06e063d7ba711c2971a8a1855,,2019-12-08 10:47:44.000,,,qingdao
-4578430889092732725,15d5b4d9a631308174b0dd2c58db5215,15d5b4d9a631308174b0dd2c58db5215,2.0,2016-09-20 08:08:39.000,,h5,beijing
6669213518963252753,164c22c2cc068-0dd350abef64ef-1865025f-304704-164c22c2cc1215,cbdc3d0c0524de1551ef473be500a50a,4.0,2018-12-30 09:34:55.000,,h5,guangzhou
2742247950711218204,164d0a26d3421-0231893fa6a08a8-2472b70-304500-164d0a26d3519e,0ab6b6482fc3b481ee702004fcfb7e48,4.0,2018-10-23 07:48:42.000,,h5,
6833346844903440793,165ee9c293e4c8-0709a1ee4502f68-4f6d714d-304704-165ee9c293f4f6,1bdd4293c3d1d8493832f4c879ca9f3a,2.0,2018-09-19 05:39:51.000,,h5,qingdao
5177563790470172389,16647229bd813d-011b155c87f767-65273f3c-250125-16647229bd95c9,55803c073829bceed7420ce05a4a2962,4.0,2019-02-07 18:28:47.000,,,
891791326933689585,16648201c022ba-0cb21e472c58cb8-65273f3c-304500-16648201c03153,9b73c94bc5522ee537d61d628ffed5fe,3.0,2018-10-06 22:55:36.000,,h5,shanghai
9093712836178478530,1666b1dbd41ad-016383f62055128-1b0e120e-304500-1666b1dbd42136,e7d9dbdd64fe3fdcb4ef8b4dad51d7e6,2.0,2018-10-13 10:12:20.000,,h5,shanghai
3657370271870337091,1669a8abdbf8c-0ca732cf7c964b-686d1a71-230400-1669a8abdc115c,bb563156a6a8d3fef26dc2037a8dc0d1,4.0,2020-02-09 17:48:14.000,2020年1月研习社春季直播活动-分享,,
5964466367606930261,1669c65c27bb3-031cbbab7ff40d-1d1e0d13-230400-1669c65c27c0,1374773e229a7aded189c60bdc588d56,4.0,2019-04-04 22:41:09.000,,h5,guangzhou
-5384360343166610191,166df9eee415b-095370ef575146-600e0e4c-250125-166df9eee42112,f7f8928124db2625df4176703248fbc7,1.0,2018-11-06 13:27:38.000,,h5,shanghai
-2003352454159296010,166f60f54fd0-05e20ec0c0c568-467d1b5d-268920-166f60f54ff382,e1fc2467e5013716f25eff6bc7dd5f08,1.0,2018-11-09 12:11:54.000,,,shenzhen
-1600269513742309705,166f82aedf8219-020907ab4f324c-136d6e09-268920-166f82aedf9aa,df5ce431eea1438290e1625b120b34c2,2.0,2018-11-23 00:28:15.000,,h5,nanjing
2960515456514170603,16717cfa075cc-094a0dac5c598a-37624339-280800-16717cfa07610c,9265e57764e2d831886f741882bfdd95,3.0,2019-05-06 19:19:50.000,,h5,shanghai
-3248804013906747218,167305cd123539-0cd688c045f7a8-286e1205-304500-167305cd124a69,ab6bb7b6120f15d8b1871a2a0747c396,4.0,2020-03-12 21:36:35.000,,h5,
-3952572548096871673,1675d445a471f1-02df4d44f978ed-61213c3a-250125-1675d445a48820,61398d83c8cafacd6920e1d0cbf146ef,3.0,2018-12-11 15:59:14.000,,h5,qingdao
-6123519835807423773,167ba1fbd67233-003f3b0b9a1b9f-33302600-230400-167ba1fbd68215,fd018f797c2894afbda39d637df279da,1.0,2018-12-17 11:50:41.000,,h5,beijing
-1079572294334995926,1689a46da5b557-047d1a73ac101c-4a3a7367-250125-1689a46da5c339,6220f811a66f4f04afe9c217dfa85634,4.0,2019-01-29 23:44:39.000,,h5,
