神策 ID,设备 ID,登录 ID,activity_user_type,app_first_login_time,channel_name,client_type,community_id
6150337629251697161,0b14d9b35028b5686fb0957262464b29,0b14d9b35028b5686fb0957262464b29,3.0,2017-11-10 12:57:52.000,,h5,shanghai
2923943020711342639,0b5a8bfb086ab787,17a79a5b520e1b8a33e2c241f6cc602d,4.0,2018-08-23 23:36:44.000,,,
-4816145558486443647,0bebcf48a1ad6b62,2b97a163daa37e9897d58b13a5339698,4.0,2019-05-05 11:19:02.000,,,
7411913914578545593,0c4116010fc9ed35b37589e5752ed324,0c4116010fc9ed35b37589e5752ed324,2.0,2017-01-15 09:17:39.000,,h5,changsha
4911730028089055594,144c046d91582f10,24d73ae910b3893a04fbc5c965bcc276,1.0,2019-01-31 17:33:22.000,,h5,chongqing
140677488161812100,1653e547274fd-078de37a7f5f508-2472b70-304704-1653e547275210,78c57be113503c028fda0fd3b25a9411,4.0,2020-02-18 05:54:21.000,,,
-3670237714932291460,1674dae7e4531e-067be00e7cc6c3-65243f3c-304500-1674dae7e46130,e893c7910d835568789f3caf4408dcc0,4.0,2020-03-03 20:21:57.000,小程序-分享抢课,,
-8318643104017383992,1675595bfe167e-082e64ae620f5d8-4a3d2263-304500-1675595bfe2507,825eb3ec1d3558b3b5cc5ab4dd8cb0ac,1.0,2018-12-31 08:35:41.000,,h5,nanjing
-4998838191548800668,167c657d11a326-03ad0cba6adfc-5301347d-230400-167c657d11bd0,6b37e7d0fda426da7743d1638e968457,1.0,2018-12-19 20:42:04.000,,h5,xian
1571564949905245761,168039e6ac7e9-042fb84148db5d-403b260b-230400-168039e6ac9344,b0ae6d2c0e300c616c4f66dc1d8ec995,2.0,2018-12-31 18:12:40.000,,h5,shanghai
733069000815119545,16910a9b7620-0ed158288fd61a-1b6a2c23-230400-16910a9b765dd,a0985a23b6b14a9b19d22d126b7cfaad,4.0,2019-02-24 22:51:24.000,,h5,
6122562797211152886,1695e0dba34295-03fec774e2b818-4a3a7367-304704-1695e0dba353c6,b20c87d250e74aa5049c010dbdd6761e,4.0,2019-06-23 11:20:13.000,,,
-1135863145683589284,169cc4d3ec5258-0360671a3dddd-41325b1c-250125-169cc4d3ec6195,dcfee995fe3dd23ae7865951a3f9d4b1,1.0,2019-05-25 14:06:22.000,,h5,hangzhou
269164944742764377,16abb7283f11c8-0e71a0e3cebc9b-686c6214-273600-16abb7283f24f,aa8f72681ada82e56f59551c1e5368ee,4.0,2019-06-10 17:48:21.000,,h5,
-5917842412425178914,16aede81768ff-05a27085c1065c-2552640b-230400-16aede817696,5f6599fe552cba3ff5ee349fd0d8e635,4.0,2019-03-09 16:09:16.000,,,xian
-7175651725399142433,16b384fcef35c0-0d6d0424e340a8-614d2a6f-304704-16b384fcef440c,ce325969b524248898d028a065f6a34b,3.0,2019-06-09 02:19:04.000,,h5,nanjing
-4931493054149337967,16b3af996aecd-0cbdd9e6db3827-6c4f3e-230400-16b3af996b1134,f2e885a7c34a46503a4132c36c6f57a2,1.0,2019-06-23 16:36:47.000,,h5,beijing
490005611088803483,16bafd89a93241-0ace3be82cf2b9-614d2a6f-370944-16bafd89a94140,62d98d8e210cbbdd2e97593b343de96c,4.0,2020-02-03 19:22:50.000,,,
1877537235487305162,16d7852a84c84-01c5934b4e230b-283a7356-280800-16d7852a84d9b,df2bacb7c0f9690f344588121a12e9de,,2019-09-28 22:48:38.000,7天体验包-H5-自然,,beijing
-4670653570355501509,16db1025e0318c-0596584443c32f-2f047801-334443-16db1025e0472,914bcbe0111433efdc4ac68234c5dfe9,,2019-10-10 00:19:00.000,小程序-自然,,
2380350056482994876,16e5a3ced0a2-0c4666ce29ea6a-600b1c78-222080-16e5a3ced0b5f,3b55ae91d63e9eb7bc59fdbd47f80f5d,,2019-11-29 23:20:43.000,,,beijing
6790924976522317505,16ea7ccd5e613a-0c7635f8a29738-6e185d47-280800-16ea7ccd5e8239,9d3c130fd1af7978e05b833bc34f6b93,,2019-12-27 23:56:52.000,创新学院-H5-分享,,shenzhen
-6510859943960773273,1701f826f8711e-08bcf7f58ebca2-9260d13-280800-1701f826f8c216,40f135667ebbd0a62845cdc80a18c643,,2020-02-07 19:59:42.000,,,
458564310413122572,17075fd56420-0c299c691865a3-754b210f-280800-17075fd56438a,10989b82d37e4d233e71a540fead7703,,2020-03-09 22:00:49.000,,,
5438507559346102374,1707c4705491e1-0c2aeb49152bba8-6f690d5a-304704-1707c47054a692,aef924ab1a7b26fdcc90ad24fd76859f,,2020-02-26 22:25:19.000,2020年2月微光卡-分享,,
-1546365318866290792,1707cace40e1ae-048dbf655aa8a1-774b2a09-280800-1707cace4102c,9f4ebe510e0e7af274d3150321bae4c6,,2020-02-25 22:09:31.000,,,xiamen
-79480463327732287,1709fe73dc612c-01033079ab88f7-19037248-280800-1709fe73dc7113,780e632d0bfe60d96fa255c417a9180f,,2020-03-09 20:24:15.000,,,
-2907641863822130648,170ab5ed59bc3c-0005f03e597b9c8-231f2416-304500-170ab5ed59c12f4,1371db9f605d7c21e2af0890300b6559,,2019-02-24 16:10:51.000,,,
-3069206147972057285,170ba5b64a967-01e44a5008f025-57e5a-280800-170ba5b64aa22,7da5c38d665ae5ace1c07497833fae6a,,2020-03-09 21:41:48.000,2020年2月微光卡-分享,,
-306347206624224013,170bee3f05043a-084eabb9dd19dd-6d1b292f-230400-170bee3f0514d,9b7306f5c2308c73bc47d7020dcadbc5,,2020-03-09 19:43:31.000,,,
-5783476778562693141,170bef1ab3076-07b48f012b2d3b-50605625-280800-170bef1ab3212a,84f933641e08ff4d2fdce5364f28c035,,2020-03-09 18:59:00.000,2020年2月微光卡-分享,,
-3118699104569561227,170bf3c295d26-0b65783868996-415c7029-332800-170bf3c295f18d,40e1a3c675813771d1f4c59b18fe3573,,2020-03-09 20:23:21.000,2020年1月研习社春季直播活动-分享,,
884494006959861474,170bf67420b115-0ea17d11439bb58-231f2416-370944-170bf67420c120f,3063d9531b82e4a6a319f9fa248e8c24,,2020-03-09 21:54:15.000,,,
-6915974333400486042,170bf8d21f3474-03a8186260daf7-231f2416-304500-170bf8d21f4936,739af66b7450d2acea4f1506d4c9fde9,,2020-03-09 21:48:50.000,,,
2320510847259275338,170bf9e4d56447-037d5dc7b59544-13a7e01-280800-170bf9e4d574dd,7d5e9bb89a986fc3afa72d3beed3800d,,,,,
-6383781022631544408,18ea4d1ddd4603523ff3c6a1f5592224,18ea4d1ddd4603523ff3c6a1f5592224,2.0,2017-10-21 08:53:28.000,,h5,shenzhen
7596368311493267755,1c0a4bdda825804681693b5c5a5b3e35,1c0a4bdda825804681693b5c5a5b3e35,4.0,2017-11-18 11:34:30.000,,,
-6687604961875819735,204d97bafe1311ca2c0d6e0ea7edec94,204d97bafe1311ca2c0d6e0ea7edec94,3.0,2017-02-28 00:18:02.000,,h5,hangzhou
-4518615205684498027,27d9f88188a191ec3081bd94be72f9f4,27d9f88188a191ec3081bd94be72f9f4,2.0,2017-12-11 09:46:32.000,,h5,shanghai
