神策 ID,设备 ID,登录 ID,activity_user_type,app_first_login_time,channel_name,client_type,community_id
464255606164464707,0132649c66b602599e35ad1bf8522d6d,0132649c66b602599e35ad1bf8522d6d,4.0,2017-12-18 12:21:45.000,,h5,shanghai
5458249347671143006,0184c9e486ca16cfd1cf5223288fae53,0184c9e486ca16cfd1cf5223288fae53,2.0,2016-09-29 09:34:09.000,,h5,shenzhen
6548491469363846665,02f1ae66a273168f,12b92222f258fe5c90e210260d36dcd8,,2019-09-07 15:15:37.000,,h5,zhengzhou
-713769857121554081,052abd276ce31093198cd9c80c3332d1,052abd276ce31093198cd9c80c3332d1,4.0,2018-11-15 09:33:00.000,,,shanghai
826570749066518863,07226dce5d1b352e7dca2bdc53a4d7fc,07226dce5d1b352e7dca2bdc53a4d7fc,2.0,2017-02-28 19:16:35.000,,h5,xiamen
387817370903261841,08c71237439889eb537d5b1f5fb02ddb,08c71237439889eb537d5b1f5fb02ddb,2.0,2016-09-19 11:10:18.000,,h5,shanghai
-7688506389030129,08dc28517fd21fe0178c613d42adf1a9,08dc28517fd21fe0178c613d42adf1a9,2.0,2018-03-29 23:14:11.000,,h5,wuhan
6594631536138256699,0C894E1F-2D66-4632-9F75-9D2BD9796834,791f7b2bde1f15d8b024ae770df12370,2.0,2018-10-18 10:19:01.000,,h5,shanghai
-5955761051857047945,0ae82e6e245dc07d3065422a1bd66767,0ae82e6e245dc07d3065422a1bd66767,2.0,2016-10-18 10:45:54.000,,h5,chongqing
8302496031683561205,0b83060ac1beed43046675144ef6e03d,0b83060ac1beed43046675144ef6e03d,4.0,2018-06-18 15:09:00.000,,h5,xian
-872755268228085073,0e621591e8f8f3e10eba472ae173325d,0e621591e8f8f3e10eba472ae173325d,2.0,2016-07-24 19:42:40.000,,h5,suzhou
6077460573387840105,14e76ba4c7f655c84ff2281efad52d2d,14e76ba4c7f655c84ff2281efad52d2d,2.0,2018-01-18 20:46:35.000,,h5,chongqing
1259541372599917298,1513d9fcda5a3b17,766fb8406c1914ecb17650bfe1d6f84c,4.0,2019-05-15 19:39:20.000,,h5,zhengzhou
-7116490207350311444,1648915c301133-0bc102340a75b2-28031413-927408-1648915c302b6,b4678db7b371e41e26e3e752f713f81a,1.0,2018-07-11 19:25:52.000,,h5,xiamen
4607455501617160391,164ee37b1f48f-0071135fee60898-4f6d724d-181760-164ee37b1f61f2,7f5f0f4657a59d86efe999bf4aadb9b6,4.0,2019-11-11 03:26:43.000,,,hangzhou
-6116033746991981909,1652417391ef6ab54e2b96422e7fbd5f,1652417391ef6ab54e2b96422e7fbd5f,2.0,2018-08-02 23:36:23.000,,h5,fuzhou
7717582371374429242,16575cf5e45c4-0b2fad15879fdb-662e426d-359552-16575cf5e48113,a6aae566c4bfad634bfea38d49316fdc,2.0,2018-11-09 17:25:38.000,,h5,shanghai
6477375042632510858,1658aba878b0-0e6f550aa7e352-162e3c42-230400-1658aba878d374,13cf2ecfad64184b6e6209ed6a8925bf,4.0,2018-08-30 21:53:16.000,,,
-3132775153378660865,1659b276af384-06ee3120e522ba-5c04796e-230400-1659b276af54,90a4e111d6bcb2e43f21647753c5ae66,2.0,2019-03-31 21:36:14.000,,h5,guangzhou
